,Region,Area,Population,Density per square kilometer,Senior citizen %,No of cases,Educational institutes,Hospitals,Supermarts/malls,Number of Households,Number of Notified Households,No. of household with water connection inside the house,Total number of water connections,No of households having private washroom,Density of retail store,Per capita income,Gender Ratio,Domestic Violence %,Internet Penetration %,Police to Population Ratio per 1000,Number of Kirana Shops,Number of Pharmacies,Number of Liquor Stores,Estimates of Alcoholism % in Population,% Unemployed(55%),Age Group Children %,Literacy Rate,Slum percentage,Agriculture and Food,Manufacturing,Mining,Electricity Gas Water,Construction,Trade Hotels Restaurants,Transport Storage Communication,Financing Real Estate Business Services,Community Social Public Admin,Rural,Semi Urban,Urban
369,Bengaluru,5.2,55837.69,10738.01731,0.24,0.0,4.0,1.0,1.0,12408.0,10692.0,8890.0,8890.0,5231.0,27.04266598,29570.12486,0.871,0.03240000000000001,0.82,1.130976,151.0,25.0,7.0,0.19,0.3,0.11,0.841,0.25,0.005611004681338104,0.08570757227696969,7.750181117249482e-05,0.007446996771639609,0.03274635924715746,0.08369479070509829,0.03259053898438204,0.1968623716338458,0.004972260148537464,0,0,1
370,Bengaluru,2.0,72927.0,36463.5,0.09,0.0,2.0,1.0,4.0,16206.0,13965.0,11612.0,11612.0,6832.0,7.953158638,22640.82528,0.953,0.03240000000000001,0.82,1.130976,58.0,32.0,9.0,0.19,0.3,0.11,0.799,0.25,0.007328271251836241,0.1119386586988568,0.0001012214972248409,0.009726174803530765,0.04276849097477801,0.1093098586591011,0.04256498140438884,0.2571127526253588,0.006494036838780252,0,0,1
371,Bengaluru,1.9,51664.46,27191.82105,0.11,7.0,1.0,1.0,3.0,11481.0,9978.0,7730.0,7730.0,3767.0,10.64561596,72648.64386,0.943,0.03240000000000001,0.82,1.130976,55.0,23.0,6.0,0.19,0.3,0.11,0.8270000000000001,0.25,0.005191646125024248,0.07930190950951962,7.170943538761921e-05,0.006890418762461408,0.03029894265809343,0.07743956038639711,0.03015476818143885,0.1821491563275981,0.004600640455464901,0,0,1
372,Bengaluru,1.5,47762.0,31841.33333,0.05,1.0,2.0,1.0,4.0,10614.0,9225.0,7146.0,7146.0,3482.0,9.212344542,78584.50137,0.946,0.03240000000000001,0.82,1.130976,44.0,21.0,6.0,0.19,0.3,0.11,0.823,0.25,0.00479949664089024,0.07331186277750076,6.629288398607996e-05,0.00636995297991466,0.02801032081310553,0.07159018565518926,0.02787703651372496,0.1683905726396587,0.004253132413150443,0,0,1
373,Bengaluru,2.3,40248.03,17499.14348,0.14,0.0,2.0,1.0,2.0,8944.0,7773.0,6022.0,6022.0,2935.0,16.64677749,93255.56939,0.958,0.0395,0.7105575326,1.130976,67.0,18.0,5.0,0.19,0.3,0.11,0.802,0.25,0.004044434587903554,0.06177836046281005,5.586361508015296e-05,0.005367825020606227,0.02360370655323261,0.06032753946559245,0.02349139068538791,0.1418991838557465,0.003584024977146087,0,1,0
374,Bengaluru,1.2,47799.0,39832.5,0.13,0.0,3.0,1.0,5.0,10622.0,9232.0,7152.0,7152.0,3485.0,7.322328919,78523.67109,0.937,0.03240000000000001,0.82,1.130976,35.0,21.0,6.0,0.19,0.3,0.11,0.802,0.25,0.004803214688202181,0.07336865560281727,6.634423938802052e-05,0.006374887619591743,0.02803201969234185,0.07164564474126695,0.02789863214102297,0.1685210205100927,0.004256427206067125,0,0,1
375,Bengaluru,1.5,75891.83,50594.55333,0.08,0.0,4.0,2.0,6.0,16865.0,14657.0,11355.0,11355.0,5533.0,5.797725526,49456.61417,0.916,0.03240000000000001,0.82,1.130976,44.0,33.0,9.0,0.19,0.3,0.11,0.784,0.25,0.007626200392697398,0.1164894984902939,0.0001053366333420146,0.01012159014822823,0.04450723389710788,0.1137538252043897,0.04429545069309089,0.2675656109955954,0.006758050376163126,0,0,1
376,Bengaluru,2.1,88910.0,42338.09524,0.11,0.0,7.0,6.0,5.0,19758.0,16802.0,12041.0,12041.0,8506.0,6.860870543,3267.201518,0.955,0.03240000000000001,0.82,1.130976,61.0,39.0,11.0,0.19,0.3,0.11,0.748,0.25,0.00893436720282968,0.1364716242943678,0.000123405642879326,0.01185780577539074,0.05214182034867076,0.1332666849504392,0.05189370873152896,0.3134627070347149,0.007917298330329675,0,0,1
377,Bengaluru,4.6,86740.46,18856.62174,0.13,0.0,5.0,3.0,2.0,19276.0,16392.0,11747.0,11747.0,8298.0,15.3330983,3348.920296,0.951,0.0395,0.7105575326,1.130976,133.0,38.0,11.0,0.19,0.3,0.11,0.784,0.25,0.008716354976744571,0.1331415079095786,0.0001203943564272687,0.01156845717633618,0.05086948017412059,0.1300147739880348,0.05062742285995769,0.3058137374990036,0.007724104140479451,0,1,0
378,Bengaluru,18.0,140191.0,7788.388889,0.13,1.0,13.0,1.0,1.0,31154.0,27076.0,20976.0,20976.0,10222.0,36.23627765,26773.13775,0.926,0.0395,0.7105575326,1.130976,508.0,62.0,17.0,0.19,0.3,0.11,0.7929999999999999,0.25,0.01408748028941509,0.2151849452418368,0.000194582841985104,0.01869708299918798,0.08221588051400858,0.210131479359881,0.08182466450097599,0.4942599298380803,0.01248379226439374,0,1,0
379,Bengaluru,7.3,69663.62,9542.961644,0.14,0.0,5.0,1.0,1.0,15481.0,13455.0,10423.0,10423.0,5079.0,30.43195286,53878.23594,0.947,0.0395,0.7105575326,1.130976,212.0,31.0,9.0,0.19,0.3,0.11,0.777,0.25,0.007000341488678324,0.1069295622047644,9.66919785333604e-05,0.009290942251384835,0.04085466155525888,0.1044183972449344,0.04066025875001592,0.2456073209654449,0.006203437884498042,0,1,0
380,Bengaluru,3.4,75364.0,22165.88235,0.12,0.0,4.0,1.0,3.0,16748.0,14242.0,10206.0,10206.0,7210.0,13.13624542,3854.451554,0.977,0.0395,0.7105575326,1.130976,99.0,33.0,9.0,0.19,0.3,0.11,0.83,0.25,0.007573159935598426,0.1156793104636231,0.0001046040138337367,0.01005119417901864,0.04419768472339695,0.1129626638691362,0.04398737447804463,0.2657046839834018,0.006711047928995227,0,1,0
381,Bengaluru,1.0,69245.85,69245.85,0.15,0.0,1.0,1.0,8.0,15388.0,13086.0,9377.0,9377.0,6625.0,4.187976608,4195.007888,0.985,0.03240000000000001,0.82,1.130976,29.0,31.0,9.0,0.19,0.3,0.11,0.7979999999999999,0.25,0.006958360715015899,0.1062883098092919,9.611212052609806e-05,0.00923522483468497,0.04060965775043306,0.1037922042073487,0.04041642077119721,0.2441344234835206,0.006166236110530414,0,0,1
382,Bengaluru,1.7,49374.0,29043.52941,0.09,0.0,1.0,1.0,3.0,10972.0,9331.0,6686.0,6686.0,4723.0,9.92425163,5883.39788,0.997,0.03240000000000001,0.82,1.130976,49.0,22.0,6.0,0.19,0.3,0.11,0.8440000000000001,0.25,0.004961482918372655,0.07578618803183121,6.853031393008485e-05,0.006584943227467579,0.0289556882003742,0.07400640313511399,0.02881790546519526,0.1740738690488361,0.00439667852616913,0,0,1
383,Bengaluru,0.7,67295.31,96136.15714,0.12,0.0,2.0,1.0,11.0,14955.0,12718.0,9114.0,9114.0,6438.0,2.971975313,4316.599284,0.977,0.03240000000000001,0.82,1.130976,20.0,30.0,8.0,0.19,0.3,0.11,0.745,0.25,0.006762355309506875,0.1032943455527276,9.340480253417542e-05,0.008975083967773143,0.03946575148271406,0.1008685510787554,0.03927795766660609,0.2372575643160536,0.005992543532808659,0,0,1
384,Bengaluru,0.6,61646.0,102743.3333,0.13,0.0,3.0,1.0,12.0,13699.0,11906.0,9224.0,9224.0,4495.0,2.757680953,60885.58795,0.967,0.03240000000000001,0.82,1.130976,17.0,27.0,8.0,0.19,0.3,0.11,0.745,0.25,0.006194668772754904,0.09462298674221792,8.55636515683155e-05,0.008221643176580109,0.03615267863248406,0.09240083298228292,0.03598064974090467,0.2173402546154767,0.005489481193021068,0,0,1
385,Bengaluru,1.6,57860.31,36162.69375,0.12,0.0,1.0,1.0,4.0,12858.0,11175.0,8657.0,8657.0,4219.0,7.950182085,64869.21613,0.979,0.03240000000000001,0.82,1.130976,46.0,26.0,7.0,0.19,0.3,0.11,0.823,0.25,0.005814253244961851,0.08881217509701551,8.0309175039333e-05,0.007716750850116955,0.03393253727745359,0.08672648412894778,0.0337710727056121,0.2039933573553907,0.005152371339054745,0,0,1
386,Bengaluru,0.8,70451.0,88063.75,0.04,0.0,4.0,3.0,10.0,15656.0,13607.0,10541.0,10541.0,5137.0,3.264680416,53276.07777,0.936,0.03240000000000001,0.82,1.130976,23.0,31.0,9.0,0.19,0.3,0.11,0.782,0.25,0.007079463545231738,0.1081381442263244,9.77848492463322e-05,0.009395954051085962,0.04131642543453159,0.1055985965745517,0.04111982537222974,0.2483833221606422,0.00627355285873418,0,0,1
387,Bengaluru,1.1,35757.07,32506.42727,0.12,0.0,2.0,1.0,4.0,7946.0,6906.0,5350.0,5350.0,2607.0,8.949279122,104968.1351,0.958,0.03240000000000001,0.82,1.130976,32.0,16.0,4.0,0.19,0.3,0.11,0.821,0.25,0.003593148053956643,0.05488500082001359,4.963023519099159e-05,0.004768871793465875,0.02096995523714818,0.05359606548690588,0.02087017181051504,0.1260657739042829,0.003184111917764946,0,0,1
388,Bengaluru,7.5,54005.0,7200.666667,0.09,1.0,1.0,1.0,1.0,12001.0,10430.0,8080.0,8080.0,3938.0,40.36663272,69500.101,0.897,0.0466,0.7105575326,1.130976,218.0,24.0,7.0,0.19,0.3,0.11,0.872,0.25,0.005426841758956438,0.08289450084374458,7.495806707567204e-05,0.00720257339894249,0.0316715668420871,0.0809477822601335,0.03152086087106311,0.1904010065618016,0.004809061931497628,1,0,0
389,Bengaluru,0.9,54479.96,60533.28889,0.13,0.0,4.0,2.0,7.0,12107.0,10522.0,8152.0,8152.0,3972.0,4.772397043,68894.19439,0.936,0.03240000000000001,0.82,1.130976,26.0,24.0,7.0,0.19,0.3,0.11,0.8220000000000001,0.25,0.005474569427909941,0.08362353652786168,7.561730387852846e-05,0.007265918168159446,0.03195011007673793,0.08165969705806467,0.03179807868569731,0.1920755341439994,0.00485135638673296,0,0,1
390,Bengaluru,0.8,60427.0,75533.75,0.1,1.0,3.0,1.0,9.0,13428.0,11571.0,9621.0,9621.0,5661.0,3.806245552,27324.33292,0.931,0.03240000000000001,0.82,1.130976,23.0,27.0,7.0,0.19,0.3,0.11,0.807,0.25,0.006072174186991217,0.09275189338922235,8.387169927194953e-05,0.008059066804516209,0.03543778853007679,0.09057368093015622,0.03526916137127545,0.2130425261273953,0.005380931123684977,0,0,1
391,Bengaluru,5.2,54249.01,10432.50192,0.17,0.0,2.0,5.0,1.0,12055.0,10388.0,8637.0,8637.0,5082.0,27.83460933,30436.08474,0.908,0.0395,0.7105575326,1.130976,151.0,24.0,7.0,0.19,0.3,0.11,0.75,0.25,0.005451361778539865,0.0832690418520009,7.529674901155085e-05,0.007235116680769655,0.03181466801836963,0.08131352743834469,0.03166328111476551,0.1912612926392231,0.00483079064554086,0,1,0
392,Bengaluru,3.8,87155.0,22935.52632,0.07,1.0,4.0,2.0,3.0,19368.0,16833.0,13040.0,13040.0,6355.0,12.62119213,43065.26252,0.802,0.03240000000000001,0.82,1.130976,110.0,38.0,11.0,0.19,0.3,0.11,0.807,0.25,0.00875801117492544,0.1337778024448951,0.0001209697312467401,0.0116237438123291,0.05111258972543471,0.1306361255972953,0.05086937559887983,0.3072752472344008,0.007761018287930298,0,0,1
393,Bengaluru,13.0,107080.0,8236.923077,0.09,0.0,9.0,1.0,1.0,23796.0,20681.0,16022.0,16022.0,7807.0,34.92715727,35051.858,0.892,0.0395,0.7105575326,1.130976,374.0,47.0,13.0,0.19,0.3,0.11,0.757,0.25,0.01076022989628841,0.1643615063484523,0.0001486253091836489,0.0142811139627583,0.06279772942228842,0.1605015928972335,0.06249891273166258,0.3775231882721547,0.009535308797792167,0,1,0
394,Bengaluru,5.5,84987.0,15452.18182,0.06,0.0,5.0,1.0,2.0,18886.0,16414.0,12716.0,12716.0,6196.0,18.82640874,44163.84806,0.827,0.0395,0.7105575326,1.130976,160.0,38.0,11.0,0.19,0.3,0.11,0.789,0.25,0.008540153699998719,0.1304500498695921,0.0001179605822897906,0.01133460060098001,0.04984115269342573,0.1273865229319871,0.04960398857233665,0.2996317071505941,0.007567961232704173,0,0,0
395,Bengaluru,1.5,60828.79,40552.52667,0.2,0.0,3.0,1.0,5.0,13518.0,11648.0,9686.0,9686.0,5699.0,7.23341694,27143.84859,0.905,0.0395,0.7105575326,1.130976,44.0,27.0,8.0,0.19,0.3,0.11,0.728,0.25,0.006112549166165945,0.09336861742392301,8.442937729750892e-05,0.008112652990350133,0.03567342076489732,0.09117592163813325,0.03550367237376382,0.2144590842317647,0.005416709903306428,0,0,0
396,Bengaluru,1.4,75264.0,53760.0,0.11,0.0,1.0,1.0,6.0,16725.0,14536.0,11261.0,11261.0,5487.0,5.447491497,49869.1666,0.924,0.0395,0.7105575326,1.130976,41.0,33.0,9.0,0.19,0.3,0.11,0.7929999999999999,0.25,0.007563111159079665,0.115525816341146,0.0001044652154501135,0.01003785731502653,0.04413903910383934,0.1128127744473046,0.04392900791777973,0.2653521221714181,0.006702143083274465,0,0,0
397,Bengaluru,2.0,59151.85,29575.925,0.17,0.0,2.0,1.0,4.0,13145.0,11424.0,8851.0,8851.0,4313.0,9.805272363,63452.84137,0.938,0.0395,0.7105575326,1.130976,58.0,26.0,7.0,0.19,0.3,0.11,0.7859999999999999,0.25,0.005944037213212247,0.09079461308645592,8.210181168317917e-05,0.007889001783320734,0.03468996891228793,0.08866236596767109,0.03452490017805748,0.208546834181885,0.005267380983476676,0,0,0
398,Bengaluru,1.8,50268.0,27926.66667,0.09,1.0,4.0,1.0,3.0,11171.0,9709.0,7521.0,7521.0,3665.0,10.34455319,74666.8448,0.951,0.0395,0.7105575326,1.130976,52.0,22.0,6.0,0.19,0.3,0.11,0.843,0.25,0.005051318980450369,0.07715842548677626,6.977117147967563e-05,0.006704174791557099,0.02947998003921923,0.07534641456628811,0.02933970251396353,0.1772257716479704,0.004476287846912744,0,0,0
399,Bengaluru,0.9,46261.48,51401.64444,0.08,1.0,3.0,1.0,6.0,10280.0,8934.0,6922.0,6922.0,3373.0,5.62022659,81133.43876,0.96,0.0395,0.7105575326,1.130976,26.0,20.0,6.0,0.19,0.3,0.11,0.8390000000000001,0.25,0.004648712739470939,0.07100865277090776,6.421018648013816e-05,0.006169830668340155,0.02713033156251969,0.06934106490272235,0.02700123460363798,0.1631003121384808,0.004119513422141263,0,0,0
400,Bengaluru,1.4,61938.0,44241.42857,0.18,0.0,2.0,1.0,5.0,13764.0,11962.0,9267.0,9267.0,4516.0,6.619522749,60598.54943,0.921,0.0395,0.7105575326,1.130976,41.0,27.0,8.0,0.19,0.3,0.11,0.6779999999999999,0.25,0.006224011200189684,0.09507118957985096,8.596894284849505e-05,0.008260586819437088,0.03632392384159228,0.09283851009403107,0.03615108009687819,0.2183697351064692,0.005515483342525693,0,0,0
401,Bengaluru,0.5,52682.39,105364.78,0.2,0.0,5.0,2.0,12.0,11707.0,10175.0,7882.0,7882.0,3841.0,2.847251235,71244.92557,0.964,0.0395,0.7105575326,1.130976,15.0,23.0,7.0,0.19,0.3,0.11,0.708,0.25,0.005293935635841665,0.08086437223045054,7.312230577403415e-05,0.007026178702096359,0.03089591401325621,0.07896532977804711,0.03074889890834342,0.1857379887803239,0.004691285551510256,0,0,0
402,Bengaluru,0.9,55794.0,61993.33333,0.17,0.0,4.0,1.0,7.0,12399.0,10544.0,7556.0,7556.0,5338.0,4.659999283,5206.418019,0.992,0.0395,0.7105575326,1.130976,26.0,25.0,7.0,0.19,0.3,0.11,0.7809999999999999,0.25,0.005606614370877058,0.08564051069485946,7.744117015868987e-05,0.007441169895761454,0.03272073697597274,0.08362930401670009,0.0325650386342023,0.1967083373781901,0.004968369621442064,0,0,0
403,Bengaluru,4.9,72217.27,14738.21837,0.22,0.0,5.0,2.0,2.0,16048.0,13647.0,9780.0,9780.0,6909.0,19.66288673,4022.40194,0.859,0.0395,0.7105575326,1.130976,142.0,32.0,9.0,0.19,0.3,0.11,0.772,0.25,0.007256952070249643,0.1108492648634002,0.0001002364034567525,0.009631519078719519,0.04235226541909179,0.108246048465536,0.04215073641622073,0.2546105156771669,0.006430836477246286,0,0,0
404,Bengaluru,2.1,67854.0,32311.42857,0.23,0.0,2.0,2.0,4.0,15079.0,13105.0,10153.0,10153.0,4947.0,8.989890058,55315.13182,0.95,0.0395,0.7105575326,1.130976,61.0,30.0,8.0,0.19,0.3,0.11,0.7929999999999999,0.25,0.006818496819039536,0.1041519018655948,9.41802552236395e-05,0.009049595693210698,0.03979339869462047,0.1017059682895861,0.03960404580215011,0.2392272919034253,0.006042294015365986,0,0,0
405,Bengaluru,4.8,51732.13,10777.52708,0.1,0.0,3.0,5.0,1.0,11496.0,9991.0,7740.0,7740.0,3772.0,26.86918169,72553.61329,0.945,0.0395,0.7105575326,1.130976,139.0,23.0,6.0,0.19,0.3,0.11,0.8109999999999999,0.25,0.005198446132094493,0.07940577898219986,7.180336025381698e-05,0.006899443818324871,0.03033862814884806,0.07754099055815053,0.03019426483277011,0.1823877349057675,0.004606666364564139,0,0,0
406,Bengaluru,6.3,71420.0,11336.50794,0.15,0.0,7.0,1.0,1.0,15871.0,13793.0,10686.0,10686.0,5207.0,25.62307477,52553.24775,0.933,0.0395,0.7105575326,1.130976,183.0,32.0,9.0,0.19,0.3,0.11,0.7559999999999999,0.25,0.007176836189698525,0.1096255022731273,9.912980558364036e-05,0.00952518826316957,0.04188470148804483,0.1070510250720995,0.04168539734119669,0.2517996461187644,0.006359840813768365,0,0,0
407,Bengaluru,15.0,73830.96,4922.064,0.14,1.0,13.0,1.0,1.0,16407.0,13953.0,9998.0,9998.0,7063.0,58.91837246,3934.486115,0.78,0.0395,0.7105575326,1.130976,435.0,33.0,9.0,0.19,0.3,0.11,0.758,0.25,0.007419108172055227,0.1133261841684006,0.0001024761790934406,0.009846734719273902,0.04329862391733098,0.1106647990766897,0.04309259176255951,0.2602997703809668,0.006574533082157655,0,0,0
408,Bengaluru,3.5,49901.0,14257.42857,0.14,0.0,6.0,1.0,2.0,11089.0,9637.0,7466.0,7466.0,3638.0,20.44047213,75215.98675,0.855,0.0395,0.7105575326,1.130976,102.0,22.0,6.0,0.19,0.3,0.11,0.777,0.25,0.00501443997062652,0.0765951020572854,6.926178141177875e-05,0.006655228500706032,0.0292647506154428,0.0747963203881663,0.02912549723779132,0.1759318697979902,0.004443607063117547,0,0,0
409,Bengaluru,2.1,63904.65,30430.78571,0.19,0.0,4.0,1.0,4.0,14201.0,12342.0,9562.0,9562.0,4659.0,9.545471261,58733.64387,0.919,0.0395,0.7105575326,1.130976,61.0,28.0,8.0,0.19,0.3,0.11,0.792,0.25,0.006421635463595881,0.09808988173954636,8.869862126001935e-05,0.008522876255138045,0.03747727791862201,0.09578631040848143,0.03729894605432799,0.2253033919818467,0.005690610490893063,0,0,0
410,Bengaluru,3.6,86458.0,24016.11111,0.08,1.0,5.0,1.0,3.0,19213.0,16339.0,11708.0,11708.0,8271.0,12.02896204,3359.861285,0.925,0.0395,0.7105575326,1.130976,104.0,38.0,11.0,0.19,0.3,0.11,0.794,0.25,0.008687971202589682,0.1327079484112298,0.0001200023065128868,0.01153078587030404,0.05070382975711817,0.1295913963271293,0.05046256067383342,0.3048178914048744,0.007698951513256586,0,0,0
411,Bengaluru,3.4,64698.99,19029.11471,0.1,0.0,4.0,1.0,2.0,14378.0,12227.0,8762.0,8762.0,6190.0,15.3016299,4489.821046,0.927,0.0395,0.7105575326,1.130976,99.0,29.0,8.0,0.19,0.3,0.11,0.7959999999999999,0.25,0.006501456914995,0.09930914695203077,8.980115234049134e-05,0.008628816300573026,0.03794312353301593,0.09697694204185825,0.03776257498913626,0.2281039314791582,0.005761345242391366,0,0,0
412,Bengaluru,2.4,59332.0,24721.66667,0.25,1.0,6.0,1.0,3.0,13185.0,11213.0,8035.0,8035.0,5676.0,11.79801793,4895.956431,1.025,0.0395,0.7105575326,1.130976,70.0,26.0,7.0,0.19,0.3,0.11,0.826,0.25,0.005962140084110793,0.09107113274809837,8.235185697127625e-05,0.007913028143802533,0.03479561899592097,0.08893239176110064,0.03463004753637471,0.2091819742861737,0.005283423063042631,0,0,0
413,Bengaluru,0.8,51976.31,64970.3875,0.28,0.0,3.0,1.0,8.0,11550.0,10038.0,7777.0,7777.0,3790.0,4.425092893,72212.76298,1.015,0.0395,0.7105575326,1.130976,23.0,23.0,6.0,0.19,0.3,0.11,0.738,0.25,0.005222983234598001,0.07978058093046439,7.214227814694794e-05,0.006932009772820822,0.03048182902268383,0.07790699054837882,0.03033678429962496,0.1832486203382693,0.004628410216845097,0,0,0
414,Bengaluru,1.3,55934.0,43026.15385,0.17,0.0,4.0,1.0,5.0,12430.0,10803.0,8369.0,8369.0,4078.0,6.793721171,67103.24587,0.96,0.0395,0.7105575326,1.130976,38.0,25.0,7.0,0.19,0.3,0.11,0.7170000000000001,0.25,0.005620682658003322,0.08585540246632736,7.763548789576225e-05,0.007459841505350417,0.03280284084335339,0.08383914920726428,0.03264675181857317,0.1972019239149673,0.004980836405451131,0,0,0
415,Bengaluru,0.8,50593.57,63241.9625,0.25,1.0,5.0,1.0,7.0,11243.0,9561.0,6851.0,6851.0,4840.0,4.546032233,5741.57718,0.988,0.0395,0.7105575326,1.130976,23.0,22.0,6.0,0.19,0.3,0.11,0.7809999999999999,0.25,0.005084034782162497,0.07765815630132487,7.022305737723746e-05,0.006747595619656232,0.02967091258281294,0.07583440955694513,0.02952972652421799,0.1783736071392458,0.00450527935312583,0,0,0
416,Bengaluru,1.4,31940.0,22814.28571,0.15,0.0,2.0,1.0,3.0,7098.0,6036.0,4326.0,4326.0,3056.0,12.83656857,9094.767907,1.027,0.0395,0.7105575326,1.130976,41.0,14.0,4.0,0.19,0.3,0.11,0.826,0.25,0.003209579220092003,0.04902602271917789,4.433220372922813e-05,0.004259794359081995,0.01873141088670053,0.04787468133299998,0.01864227934861135,0.1126082427475964,0.002844207723211448,0,0,0
417,Bengaluru,0.7,45774.58,65392.25714,0.12,0.0,2.0,1.0,8.0,10172.0,8840.0,6849.0,6849.0,3337.0,4.369237249,81996.44769,1.007,0.0395,0.7105575326,1.130976,20.0,20.0,6.0,0.19,0.3,0.11,0.841,0.25,0.004599785246601096,0.07026128988856686,6.353437715027713e-05,0.00610489347756254,0.02684478604089369,0.06861125330782449,0.02671704782170814,0.1613836886759321,0.004076155728326872,0,0,0
418,Bengaluru,1.4,52345.0,37389.28571,0.03,0.0,6.0,1.0,4.0,11632.0,10109.0,7832.0,7832.0,3816.0,7.832648773,71704.13515,1.028,0.0395,0.7105575326,1.130976,41.0,23.0,6.0,0.19,0.3,0.11,0.8759999999999999,0.25,0.005260032068745019,0.08034649841062512,7.265401390752807e-05,0.006981181456673357,0.03069804955743078,0.0784596178577296,0.03055197597066565,0.184548480482872,0.004661241492532975,0,0,0
419,Bengaluru,0.9,52527.94,58364.37778,0.03,0.0,2.0,1.0,7.0,11673.0,10145.0,7859.0,7859.0,3830.0,4.949746744,71454.40988,0.996,0.0395,0.7105575326,1.130976,26.0,23.0,6.0,0.19,0.3,0.11,0.862,0.25,0.005278415300508439,0.08062730055828468,7.290793167052823e-05,0.007005579915660535,0.03080533585384948,0.07873382556602827,0.03065875175601427,0.185193457061715,0.004677532017294538,0,0,0
420,Bengaluru,1.8,50824.0,28235.55556,0.07,1.0,1.0,1.0,3.0,11294.0,9816.0,7604.0,7604.0,3706.0,10.23138675,73850.01091,0.987,0.0395,0.7105575326,1.130976,52.0,22.0,6.0,0.19,0.3,0.11,0.87,0.25,0.005107190177894677,0.0780118528077488,7.054289049262025e-05,0.006778327755353266,0.02980604968395954,0.0761797997516716,0.02966422058903642,0.1791860153225998,0.004525798789120183,0,0,0
421,Bengaluru,0.9,65628.67,72920.74444,0.05,0.0,3.0,1.0,9.0,14584.0,12675.0,9819.0,9819.0,4785.0,3.961683209,57190.75146,0.932,0.0395,0.7105575326,1.130976,26.0,29.0,8.0,0.19,0.3,0.11,0.812,0.25,0.006594878380534611,0.1007361511098756,9.109153315335886e-05,0.008752806457734932,0.03848834012891911,0.09837043401874188,0.03830519722660704,0.2313816281328083,0.005844131812088147,0,0,0
422,Bengaluru,1.6,83903.0,52439.375,0.07,0.0,2.0,1.0,6.0,18645.0,16066.0,13359.0,13359.0,7861.0,5.482521483,19679.00391,0.914,0.0395,0.7105575326,1.130976,46.0,37.0,10.0,0.19,0.3,0.11,0.763,0.25,0.008431224962535358,0.1287861735819406,0.0001164560078113158,0.01119002899530547,0.04920543417742124,0.125761721599333,0.04897129505906505,0.2958099371086906,0.007471432705091111,0,0,0
423,Bengaluru,2.2,90435.61,41107.09545,0.08,0.0,4.0,3.0,5.0,20097.0,17466.0,13531.0,13531.0,6594.0,7.07685833,41503.04238,0.855,0.0395,0.7105575326,1.130976,64.0,40.0,11.0,0.19,0.3,0.11,0.768,0.25,0.009087672342277538,0.1388133459762902,0.0001255231648997189,0.01206127430614087,0.05303652378520361,0.1355534129588436,0.0527841548115864,0.3188414252945196,0.008053151547130195,0,0,0
424,Bengaluru,1.8,97482.0,54156.66667,0.06,0.0,6.0,2.0,6.0,21663.0,18827.0,14586.0,14586.0,7108.0,5.334318131,38503.03599,0.853,0.0395,0.7105575326,1.130976,52.0,43.0,12.0,0.19,0.3,0.11,0.769,0.25,0.009795748326017805,0.1496291404731027,0.0001353034403235008,0.01300104175679496,0.05716892285714906,0.1461152061898404,0.05689689027743679,0.3436843055579584,0.008680621705513411,0,0,0
425,Bengaluru,7.8,91602.11,11743.86026,0.07,0.0,4.0,1.0,1.0,20356.0,17691.0,13706.0,13706.0,6679.0,24.67192077,40974.52509,0.883,0.0395,0.7105575326,1.130976,226.0,40.0,11.0,0.19,0.3,0.11,0.7829999999999999,0.25,0.009204891320368875,0.1406038549149853,0.0001271422480446827,0.0122168488246089,0.05372062493734314,0.1373018730645088,0.05346500073707654,0.3229540588313096,0.008157026572462887,0,0,0
426,Bengaluru,5.8,101315.0,17468.10345,0.08,0.0,1.0,1.0,2.0,22514.0,19400.0,16131.0,16131.0,9492.0,16.58194739,16296.96951,0.907,0.0395,0.7105575326,1.130976,168.0,45.0,13.0,0.19,0.3,0.11,0.784,0.25,0.01018091792998188,0.1555125701876489,0.0001406235823677755,0.01351224375361278,0.05941680945479224,0.1518604677286441,0.05913408053239069,0.3571979998112939,0.009021944441990226,0,0,0
427,Bengaluru,0.7,64494.52,92135.02857,0.18,0.0,3.0,1.0,11.0,14332.0,12456.0,9650.0,9650.0,4702.0,3.101038662,58196.46312,0.95,0.0395,0.7105575326,1.130976,20.0,28.0,8.0,0.19,0.3,0.11,0.7659999999999999,0.25,0.006480910181647091,0.09899529751980188,8.951735128549711e-05,0.008601546414768343,0.03782321083470647,0.09667046314103925,0.0376432328833626,0.2273830483421951,0.005743137504346124,0,0,0
428,Bengaluru,1.1,71639.0,65126.36364,0.04,0.0,1.0,1.0,8.0,15920.0,13836.0,10719.0,10719.0,5223.0,4.466840687,52392.59279,0.93,0.0395,0.7105575326,1.130976,32.0,32.0,9.0,0.19,0.3,0.11,0.797,0.25,0.007198843010274609,0.1099616544013521,9.943377404377503e-05,0.009554395995312305,0.042013135394876,0.1073792829059106,0.04181322010817684,0.2525717564870087,0.006379342425896835,0,0,0
